Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Data Scientist,$77 - $87 Per Hour(Employer est.),"Our Mission
We’re here to create a safer, happier and more mindful future for all with the help of data science, engineering, design, and mobile technology. We're starting by reinventing insurance, by rethinking the technologies that enable it, but our true goal is to build a platform that rewards people for driving well — creating safer roads with fewer accidents in the process.

Backed by impressive funding, we're poised to re-engineer a trillion-dollar category. We’re using rich customer insights, advanced technology and data science to build our cloud-native InsurTech solution. We're out to change behavior and promote mindful living.

Job Requirements
You must have all the skills and experiences associated with one of the options below. These options change over time and reflect the current needs of the team.",4.7,Blue Owl,"San Francisco, CA",51 to 200 Employees,2016,Company - Private,Insurance Carriers,Insurance,Unknown / Non-Applicable
Data Scientist,$77 - $87 Per Hour(Employer est.),"At Trane Technologies® we Challenge Possible. Our brands – including Trane® and Thermo King® - create access to cooling and comfort in buildings and homes, transport and protect food and perishables, connect customers to elevated performance with less environmental impact, dramatically reduce energy demands and carbon emissions, and innovate with a better world in mind. We boldly challenge what’s possible for a sustainable world.

Be a part of our mission! Do you want to directly contribute to an organization committed to reduce its customer carbon footprint by 1 Gigaton of Carbon Dioxide by 2030? As a world leader in creating comfortable, sustainable and efficient environments, it’s our responsibility to put the planet first. For us at Trane Technologies, sustainability is not just how we do business—it is our business. Sustainability is at the center of our strategy and influences how we make every decision.",4.0,Trane Technologies,"Davidson, NC",10000+ Employees,2020,Company - Public,Industrial Manufacturing,Manufacturing,Unknown / Non-Applicable
"Data Scientist, Medical Diagnostics",$77 - $87 Per Hour(Employer est.),"The Company
The world is facing a medical crisis, bacteria are increasingly evolving resistance to even our strongest antibiotics. The problem is already very real and immediate; for example, bloodstream infection leading to sepsis is now responsible for more than half of all deaths in hospitals and is the most expensive condition treated in hospitals. Sepsis mortality rate increases >6% every hour without effective antibiotic treatment. Yet, despite the life and death urgency, and healthcare cost impacts, current methodologies require 3 days to determine the correct antibiotic.
Specific Diagnostics has developed a breakthrough solution to rapidly determine the effective antibiotic treatment for bloodstream and other acute infections. Used for bloodstream infection Specific’s solution provides results 2 days sooner than existing methods, saving patients suffering from drug-resistant infection.",3.5,Specific Diagnostics,"Mountain View, CA",1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD)
Predictive Modeler,$77 - $87 Per Hour(Employer est.),"Predictive Modeler
Lancer Insurance Company, Inc. – Long Beach, NY
Lancer Insurance Company is looking for a talented and motivated predictive modeler to work with a data architect and/or data scientist to develop predictive models to provide modeling solutions that meet organizational needs and to perform in-depth analysis to guide and support strategic business decisions. The right candidate will be a successful communicator and self-starter with strong analytical skills who exhibits creativity, hustle, integrity, and teamwork.
Duties and Responsibilities:
· Identify areas where data can be used to improve business activities, defining business users’ requirements. Make recommendations for the usage of data in business and communicate the benefits and return on investment for application and product owners.",3.4,Lancer Insurance Company,Remote,201 to 500 Employees,1985,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD)
Data Scientist,$77 - $87 Per Hour(Employer est.),"AccentCare has invested in solutions to optimize the utilization of its workforce, specifically in field operations.To this end, on-going investments are required to maintain and enhance solutions already deployed within the home care delivery platform.

The Data Scientist role for AccentCare will be responsible for advancing complex models and algorithms that drive strategic operations and clinical issues.

The Data Scientist will need to articulate and validate the data hypothesis, build models that confirm the hypothesis, and ultimately help build and implement solutions that operationalize these models. The Data Scientist will ultimately need to continuously improve and validate their products and solutions deploying various testing methods and techniques including data simulations.

:",3.4,"AccentCare, Inc.®","Dallas, TX",10000+ Employees,1999,Company - Private,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD)
Medical Data Analyst,$77 - $87 Per Hour(Employer est.),"ReleasePoint is one of the premier providers of medical information in the US. The medical information we collect provides important data that drives the business processes of life, health, disability, research and legal organizations throughout the country.
The Medical Data Analyst will join a team that develops our in-house data analytic application platform, ensuring that the product meets the evolving needs of the enterprise and our clients through continual innovation, evaluation and production deployment. The position requires a strong medical data analysis aptitude and technology experience in order to determine necessary adjustments and changes to implement.
Essential Functions",4.0,ReleasePoint,"Claremont, CA",51 to 200 Employees,1971,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable
Senior Data Scientist (Remote-friendly),$77 - $87 Per Hour(Employer est.),"At Noom, we use scientifically proven methods to help our users create healthier lifestyles, and manage important conditions like Type-II Diabetes, Obesity, and Hypertension. Our Engineering team is at the forefront of this challenge, solving complex technical and UX problems on our mobile apps that center around habits, behavior, and lifestyle.
We are looking for a Data Scientist to join our Data team and help us ensure that we apply the best approaches to data analysis and research, artificial intelligence, and machine learning.
What You’ll Like About Us:
We work on problems that affect the lives of real people. Our users depend on us to make positive changes to their health and their lives.",4.3,Noom Inc.,Remote,1001 to 5000 Employees,2008,Company - Private,"Health, Beauty, & Fitness",Consumer Services,Unknown / Non-Applicable
Geospatial Data Scientist/Analyst,$77 - $87 Per Hour(Employer est.),"Mid - Senior Geospatial Data Scientist / Analyst
EpochGeo is looking for a mid or senior level Geospatial Data Scientist / Analyst to support one of the most exciting and growing automated analytic projects in the national security space.
Are you a technical geographer who loves to work with data, find patterns in it, and then turn it into actionable intelligence? Are you a data scientist who loves to draw out insights from data, and work with analysts and engineers to turn those insights into automated workflows? If so, please reach out to us at EpochGeo to chat.
Location-based big data can be overwhelming, inaccessible, and noisy. EpochGeo is a data services firm specializing in supporting the full spectrum data cycle: beginning with scalable data storage and ending in producing impactful analytics. Our developers, analysts, and data scientists have a proven track record applying open-source innovative technology, data science, and actionable analytics to inform customers’ data driven decisions.",-1,EpochGeo,"Reston, VA",-1,-1,-1,-1,-1,-1
Data Scientist - Geospatial Software Developer,$77 - $87 Per Hour(Employer est.),"We are looking for a Data Scientist to analyze large (DoD Big Data) amounts of raw and Geo-Spatial nformation to find patterns that will help improve our company. We will rely on you to build data products to extract valuable business insights. In this role, you should be highly analytical with a knack for analysis, math, and statistics. Critical thinking and problem-solving skills are essential for interpreting data. We want to see a passion for machine-learning and research. Your goal will be to help our company analyze trends to make better decisions.
Responsibilities
ESRI or equivalent software development
Identify valuable data sources and automate collection processes
Undertake to preprocess structured and unstructured data",-1,Semantisys,Remote,-1,-1,-1,-1,-1,-1
Data Scientist,$77 - $87 Per Hour(Employer est.),"Company Description
Verisk is a leading data analytics provider serving customers in insurance, energy and specialized markets, and financial services. Using advanced technologies to collect and analyze billions of records, Verisk draws on unique data assets and deep domain expertise to provide first-to-market innovations integrated into customer workflows. We’ve been delivering predictive analytics and decision support solutions to our customers for nearly 50 years, helping them protect people, property, and financial assets. At Verisk, you’ll be part of an organization that’s committed to serving the long-term interests of our stakeholders, including the communities where we operate.
At Verisk, you can build an exciting career with meaningful work; create a positive and lasting impact on the business; and find the support, coaching, and training you need to advance your career. Our culture of innovation means your ideas on how to improve our business will be heard. As key contributors to our success, our team members enjoy working in a business-casual, collaborative environment that offers state-of-the-art resources, advanced technologies, and an excellent benefits package",4.5,PowerAdvocate,"East Boston, MA",51 to 200 Employees,1999,Company - Public,Energy,"Oil, Gas, Energy & Utilities",Unknown / Non-Applicable
Data Analyst,$77 - $87 Per Hour(Employer est.),"About Pensa Systems
Pensa is an Austin-headquartered tech company and a leading innovator in autonomous perception systems for retail inventory visibility. Our system uses breakthrough technology including artificial intelligence, autonomous drones and computer vision to understand what is on store shelves. We are building really cool things that are disrupting the multi-trillion-dollar global retail industry. Our in-store inventory data-as-a-service offering provides critical benefits to very large consumer-packaged goods manufacturers and their retailer partners.
Our culture is entrepreneurial and informal, but professional enough to be highly competent. Although we work hard, we have flexible work hours, and don't get too wrapped up with bureaucracy. We appreciate diversity of all stripes and are an equal opportunity employer.",3.0,Pensa Systems,Remote,1 to 50 Employees,-1,Company - Private,Research & Development,Business Services,Less than $1 million (USD)
Data Scientist,$77 - $87 Per Hour(Employer est.),"Summary
Use analytical, statistical and programming skills in support of internal and external data analysis requests. Aggregate and organize data from disparate sources in support of data analysis.
Job Details/Main Responsibilities
Extract and manipulate data from large and diverse sources in support of analysis requests.
Provide programming in support of statistical analyses (quarterly reports, client queries, manuscript support) by generating tables, listings, or figures.",4.5,TARGET PHARMASOLUTIONS,"Durham, NC",51 to 200 Employees,-1,Company - Public,-1,-1,Less than $1 million (USD)
Data Scientist - Entry Level,$77 - $87 Per Hour(Employer est.),"As a Data Scientist you will be working on consulting side of our business. You will be responsible for analyzing large, complex datasets and identify meaningful patterns that lead to actionable recommendations. You will be performing thorough testing and validation of models, and support various aspects of the business with data analytics.
Ability to do statistical modeling, build predictive models and leverage machine learning algorithms.
This position will combine the typical Data Scientist math and analytical skills, with research, advanced business, communication, and presentation skills.
Primary job location is in Sacramento, but work-from-home option is available.",-1,Numerdox,"Sacramento, CA",-1,-1,-1,-1,-1,-1
Data Scientist - Renewable Forecasting- Remote,$77 - $87 Per Hour(Employer est.),"Data Scientist, Renewable Forecasting
Product · Valhalla, New York
We are looking globally for a highly qualified Data Scientist for our Renewable Forecasting Team who has a strong background in data mining, statistical modeling, and machine learning. Someone with modern data analytics and development tools including, but not limited to; Python, R, and related packages such as TensorFlow and Scikit-Learn in popular cloud environments such as AWS.

What you'll do:",3.6,"Infinity Consulting Solutions, Inc.","Valhalla, NY",501 to 1000 Employees,2001,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
Data Scientist,$77 - $87 Per Hour(Employer est.),"At HP, we are seeking to engineer experiences that amaze, to create technology that makes life better for everyone, everywhere. This motivates us — inspires us — to do what we do. To make what we make. To invent, and to reinvent.
HP is the global leader in print solutions, and we are seeking a creative, collaborative, innovative, fun individual to join our print supplies team to invent machine learning models and algorithms that will deliver new customer value and contribute to our exciting digital transformation.
The Role
Our team engineers solutions for our LaserJet toner cartridges by combining hardware design, computer science, and cloud software for high-quality, precision output, page after page. As our data scientist, you will make a direct impact to our business by creating smart cloud solutions and machine learning models. You will be working closely with our mechanical engineers, software developers, data engineers, marketing professionals, and partners across the globe in a fun, supportive environment. The models you create will make an immediate impact to millions of customers worldwide while your manager and teammates support your growth and development.",4.2,HP,"Boise, ID",10000+ Employees,1939,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
Data Scientist/Machine Learning Engineer,$77 - $87 Per Hour(Employer est.),"Specific Team Context
We are the global Finance analytics team, located primarily in Houston, TX and Bangalore, India. We design, develop and deploy production solutions to facilitate various Finance, Accounting, Planning, and Business Operations inside of HP. Our team has a mixture of disciplines ranging from Statisticians, Economists, Finance, Engineers, Front-end, Back-end, and visualization developers. HP is currently going through enterprise-scale transformation initiatives that heavily relies upon a data-driven culture. Our current focus for the coming year will be heavily forecast-related. Our team is flexible, dynamic, hungry, and humble; we are excited to find like-minded individuals!
Applies advanced subject matter knowledge to solve complex business issues and is regarded as a subject matter expert. Frequently contributes to the development of new ideas and methods. Works on complex problems where analysis of situations or data requires an in-depth evaluation of multiple factors. Leads and/or provides expertise to functional project teams and may participate in cross-functional initiatives. Acts as an expert providing direction and guidance to process improvements and establishing policies. Frequently represents the organization to internal customers/clients. Exercises significant independent judgment within broadly defined policies and practices to determine best method for accomplishing work and achieving objectives. May provide mentoring and guidance to lower level employees.",4.2,HP,"Spring, TX",10000+ Employees,1939,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
"Data Scientist, Climate Change Solutions",$77 - $87 Per Hour(Employer est.),"The Data Scientist will work as a key member of ELPC’s clean energy, clean air and clean water multidisciplinary project teams providing data analysis and visualization for our climate change solutions and other environmental and public interest work. Projects may include geospatial analysis of air pollution trends and flood risks throughout the Midwest, generating and analyzing data on agricultural impacts on water quality, and working with ELPC’s communications specialists in preparing maps for public release and consumption. Other work may include assisting project teams engaging in important governmental decision-making processes. - See more at: https://elpc.org/wp-content/uploads/2020/10/ELPC-Data-Scientist-Job-Posting.pdf
Job Type: Full-time
Pay: $75,000.00 - $80,000.00 per year",4.4,Environmental Law & Policy Center,"Chicago, IL",1 to 50 Employees,1969,Nonprofit Organization,Social Assistance,Non-Profit,$1 to $5 million (USD)
Staff Data Scientist - AI Ethics,$77 - $87 Per Hour(Employer est.),"Your Job
The AI Ethics team at Indeed builds systems and processes that advance responsible AI to equitably benefit all job seekers and employers. Our team works on new challenges that have the potential to reshape our business: we define and build the tools that make finding and hiring for jobs measurably fair, accountable, and transparent. This multi-disciplinary team is a mix of research and execution that drives measurable value; we work with the entire organization to define solutions. As the experts in AI ethics we are responsible for uncovering new opportunities across Indeed’s entire operation and collaborating with teams to validate transformative ideas. Our objective is to be the gold standard in practical AI ethics and demonstrable algorithmic fairness. We’re a fast-growing group including capabilities. AI Ethics efforts are high-visibility and rapidly evolving as we define the practice for our business while incorporating current research in the domain. This senior data scientist will significantly influence the way algorithmic responsibility and ethical data practices are operationalized across the company. You will translate abstract calls into practical strategies and rigorous methods, empowering teams to assess the algorithmic impact of their products on fairness in the labor market.",4.4,Indeed,Remote,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD)
Data Scientist,$77 - $87 Per Hour(Employer est.),"Title: Data Scientist
Location: Fredericksburg, VA
Department: Technology/ Engineering
Employment Type: Full Time
Reports to: Data Scientist Lead
Duties & Responsibilities:
QRC is actively seeking a Data Scientist to use analytical, statistical, and programming skills to collect, analyze, and interpret large data sets to develop data-driven solutions for current and emerging products. The candidate should be prepared to quickly learn an existing product, understand the produced data, and to continually enhance and support the product over its lifetime. Data scientists have a wide range of technical competencies including: statistics and machine learning, coding languages, databases, machine learning, and reporting technologies. The successful candidate will be required to work very closely with software and systems engineers in a small-team environment.",-1,QRC LLC a Parsons Company,"Fredericksburg, VA",-1,-1,-1,-1,-1,-1
Data Scientist,$77 - $87 Per Hour(Employer est.),"Work Authorization Required: US Citizen or Green Card
Responsibilities:
Develop and apply statistical methods to analyze the effects of medical research data on business performance.
Develop and implement frameworks and processes for systematic and automated data analysis.
Develop tools to ingest, analyze, merge, compare, extract and clean data sets.
Immerse yourself in very large data sets and complex problems.
Visualize and interpret the results of analyses and create strategy recommendations.",3.5,BSI Solutions,"Charlotte, NC",51 to 200 Employees,2019,Company - Private,IT Services,Information Technology,$10 to $25 million (USD)
Data Scientist/Application Development,$77 - $87 Per Hour(Employer est.),"General Info:
The primary responsibility of the role is business analysis, application design, development, integration and delivery and application maintenance and support functions. The role participates in defining functional designs and application systems architecture across all technologies and platforms, for highly complex projects with large scopes.
Job Description:
Documents development requirements for database, applications, and operation system environment.
Consults with end users to test and debug applications to meet client needs.",5.0,Elevate Digital,Remote,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD)
Data Scientist,$77 - $87 Per Hour(Employer est.),"We are a Real Estate Company located in Doral, FL, with over a billion in transactions and we are looking for a Data Scientist who can focus on the below job description
DUTIES & RESPONSIBILITIES:
*
Selecting features, building and optimizing classifiers using machine learning techniques
Data mining using state of-the-art techniques
Extending company's data with third party sources of information
Enhancing data collection procedures to include information pertinent for building analytic systems",-1,Confidential,"Doral, FL",-1,-1,-1,-1,-1,-1
Data Scientist (Predictive Modeler),$77 - $87 Per Hour(Employer est.),"YOUR LIFE'S MISSION: POSSIBLE

You have goals, dreams, hobbies and things you’re passionate about.

What’s Important to You Is Important to Us
We’re looking for people who not only want to do meaningful, challenging work, keep their skills sharp and move ahead, but who also take time for the things that matter to them—friends, family and passions. And we're looking for team members who are passionate about our mission—making a difference in military members' and their families' lives. Together, we can make it happen.",4.1,Navy Federal Credit Union,"Vienna, VA",10000+ Employees,1933,Self-employed,Banks & Credit Unions,Finance,Unknown / Non-Applicable
Artificial Intelligence/Machine Learning Data Scientist,$77 - $87 Per Hour(Employer est.),"Why choose between doing meaningful work and having a fulfilling life? At MITRE, you can have both. That's because MITRE people are committed to tackling our nation's toughest challenges—and we're committed to the long-term well-being of our employees. MITRE is different from most technology companies. We are a not-for-profit corporation chartered to work for the public interest, with no commercial conflicts to influence what we do. The R&D centers we operate for the government create lasting impact in fields as diverse as cybersecurity, healthcare, aviation, defense, and enterprise transformation. We're making a difference every day—working for a safer, healthier, and more secure nation and world. Our workplace reflects our values. We offer competitive benefits, exceptional professional development opportunities, and a culture of innovation that embraces diversity, inclusion, flexibility, collaboration, and career growth. If this sounds like the choice you want to make, then choose MITRE—and make a difference with us.
Suitability - FAA",3.7,Mitre Corporation,United States,5001 to 10000 Employees,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD)
Predictive Modeler,$77 - $87 Per Hour(Employer est.),"Predictive Modeler
Lancer Insurance Company, Inc. – Long Beach, NY
Lancer Insurance Company is looking for a talented and motivated predictive modeler to work with a data architect and/or data scientist to develop predictive models to provide modeling solutions that meet organizational needs and to perform in-depth analysis to guide and support strategic business decisions. The right candidate will be a successful communicator and self-starter with strong analytical skills who exhibits creativity, hustle, integrity, and teamwork.
Duties and Responsibilities:
· Identify areas where data can be used to improve business activities, defining business users’ requirements. Make recommendations for the usage of data in business and communicate the benefits and return on investment for application and product owners.",3.4,Lancer Insurance Company,Remote,201 to 500 Employees,1985,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD)
Data Scientist/Machine Learning Engineer,$77 - $87 Per Hour(Employer est.),"Specific Team Context
We are the global Finance analytics team, located primarily in Houston, TX and Bangalore, India. We design, develop and deploy production solutions to facilitate various Finance, Accounting, Planning, and Business Operations inside of HP. Our team has a mixture of disciplines ranging from Statisticians, Economists, Finance, Engineers, Front-end, Back-end, and visualization developers. HP is currently going through enterprise-scale transformation initiatives that heavily relies upon a data-driven culture. Our current focus for the coming year will be heavily forecast-related. Our team is flexible, dynamic, hungry, and humble; we are excited to find like-minded individuals!
Applies advanced subject matter knowledge to solve complex business issues and is regarded as a subject matter expert. Frequently contributes to the development of new ideas and methods. Works on complex problems where analysis of situations or data requires an in-depth evaluation of multiple factors. Leads and/or provides expertise to functional project teams and may participate in cross-functional initiatives. Acts as an expert providing direction and guidance to process improvements and establishing policies. Frequently represents the organization to internal customers/clients. Exercises significant independent judgment within broadly defined policies and practices to determine best method for accomplishing work and achieving objectives. May provide mentoring and guidance to lower level employees.",4.2,HP,"Spring, TX",10000+ Employees,1939,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
Associate Data Scientist,$77 - $87 Per Hour(Employer est.),"The Data Science team at Xandr is responsible for driving algorithmic product innovation across the company. Our projects underlie major features for both buyers and sellers on our platform, as well as the marketplace design for our ad exchange itself. We combine elements of theory with the practical tools and techniques for exploring vast quantities of data, all with the aim of designing effective algorithms to achieve product goals. Data Science partners closely with Engineering, Product, and Data Analytics to ensure that our solutions are solving the right business problem, are scaling as needed, and are achieving the expected results for our clients.

As a team, we have diverse set of backgrounds (math, physics, engineering, operations research, statistics, econometrics, political science) and a spectrum of credentials (about half have PhDs). Our culture centers on collaborating, continuously learning and teaching, and producing effective solutions for our users, whether they rely on elegant theory or on simple heuristics and empirical evidence. We love that our contributions further Xandr’s position as a pioneer and thought leader in the AdTech industry, but we measure our efforts based on the impact and value we create for our clients and internal teammates.

The Data Scientist role is perfect for someone who is passionate about combining deep technical understanding, broad domain knowledge, and creative problem-solving skills to design products that make a measurable impact for our users.",3.6,AT&T,"East Portland, OR",10000+ Employees,1983,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD)
Data Scientist,$77 - $87 Per Hour(Employer est.),"Who We Are
Insurity is a leading property and casualty insurance software and data analytics providers, working with some of the world’s largest insurers, brokers, and MGAs, including 15 of the top 25 P&C carriers in the US. With 900+ team members globally, 6 office locations, and 300+ customers, we have a deep understanding of the insurance business, unparalleled technology expertise, and a singular focus of delivering a simplified insurance experience to our customers.
Could you be Insurity’s next Data Scientist ?
We are seeking a talented and creative Data Scientist to join our growing team. You will work with our experienced Data Science team creating underwriting and claims product solutions powered by our proprietary data consortiums and strategically selected external data sources. Your work will deliver actionable insights which will lead to significant and measurable results for our customers. Additionally, you will partner with our sales and marketing teams in customer-facing activities, delivering these actionable solutions and supporting their full implementation.",2.7,Insurity,Remote,501 to 1000 Employees,1971,Company - Public,Computer Hardware & Software,Information Technology,$100 to $500 million (USD)
Data Scientist,$77 - $87 Per Hour(Employer est.),"Title: Data Scientist
Location: Fredericksburg, VA
Department: Technology/ Engineering
Employment Type: Full Time
Reports to: Data Scientist Lead
Duties & Responsibilities:
QRC is actively seeking a Data Scientist to use analytical, statistical, and programming skills to collect, analyze, and interpret large data sets to develop data-driven solutions for current and emerging products. The candidate should be prepared to quickly learn an existing product, understand the produced data, and to continually enhance and support the product over its lifetime. Data scientists have a wide range of technical competencies including: statistics and machine learning, coding languages, databases, machine learning, and reporting technologies. The successful candidate will be required to work very closely with software and systems engineers in a small-team environment.",-1,QRC LLC a Parsons Company,"Fredericksburg, VA",-1,-1,-1,-1,-1,-1
