Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
People HCM Reporting & Data Scientist,$120K - $145K (Employer est.),"Minimum Clearance Required to Start: Not Applicable/None

Job Description: People HCM Reporting Analyst & Data Scientist When it’s all about the details, we need you the most They say, “the devil is in the details” and we know why. It’s a devil of a problem when attention to detail is lacking. We value people who don't take the little things for granted. You know that accuracy counts. Your precision and care set you apart. That’s why we would like to meet you. Role Description:
The Parsons People Analytics team is looking for a Workday Reporting & Data Scientist to help advance our mission of enhancing our reporting capabilities and building predictive insights into technical dashboarding solutions you will develop. As People reporting analyst, you will analyze business requirements and Workday’s capabilities to create reports within the Workday HCM application. You'll also play a key role in the development, administration and improvement of our People reporting processes and our data governance and data quality initiatives. As a People data scientist, you will mine data to test key hypothesis, deliver breakthrough predictive insights across our People value chain, and use new creative ways to inform how the organization can deliver maximum value to our business partners. Our Team works in a highly collaborative environment with different stakeholder groups from People, Information Technology, and business client groups. In this role, you will become involved in strategizing and ideation stages prior to building new applications and solutions.

Priorities can often change in a fast-paced environment like ours, so this role includes, but is not limited to, the following responsibilities: HCM Reporting
Create reports in support of the People organization or in support of special data requests for workforce initiatives or business needs
Work closely with business stakeholders to assess reporting requirements and confirm existing reporting capabilities in Workday against business needs
Manage the maintenance, design, development, testing, and deployment of standard and custom Workday reports in alignment with program objectives and data security framework
Analyze business requirements and capabilities for advanced data and reports. Document requirements, development, UAT and final deployment in a SOX compliance environment
Perform reporting audits to ensure accuracy and compliance
Provide support activities, including researching, resolving reporting issues, and supporting training initiatives within Workday
Partner on requests for workforce data from the business with an eye for ensuring data privacy/security and data governance practices are in place, consistent data definitions are followed, and the best mechanisms for provisioning the data to the business are accounted for Data Analysis/Data Science
Build various statistical models to determine key drivers of our most important business facing delivery metrics
Show critical thinking regarding cause and effect relationships across our vast people datasets
Design and deliver operational dashboards, metrics analyses/queries at agreed service levels
Deliver a range of analysis activities - data extraction, analysis, and recommendations
Create tools to store data effectively within the organization, as well as maintaining data analytics platforms so that data can effectively be mined for information.
Conduct testing and develop database queries to analyze the effects and troubleshoot any issues that arise.
Support with developing hypothesis, building data models using e.g. advanced analytical techniques, machine learning, text analytics and models to provide insight
Enhance and apply data science techniques to provide insights in People Data.
Conduct statistical analysis to provide deeper understanding from experiences across the employee lifecycle. Be appreciated for your creativity Would you value being recognized and rewarded for innovative thinking? Are you energized by the idea of improving or helping to develop new processes and products? We're receptive to fresh ideas that could help us stay in the lead. In our diverse and inclusive environment, everyone’s voice is heard, everyone is welcomed and respected, and everyone enjoys opportunities for advancement. Be appreciated for that facile mind of yours. Join us. Position Requirements
Bachelor’s Degree from an accredited college or university, preferably in Computer Science, Statistics, Mathematics, or another related discipline.
2-5 years of experience in Workday reporting, manipulating data sets and building statistical models.
Strong analytical skills, ability to think strategically and rapidly analyze, interpret, and integrate data information from multiple sources into clear conclusions and recommendations
Demonstrated ability to translate business requirements into data visualizations to tell compelling stories and interactive dashboards
Ability to oversee and deliver across multiple tasks and deadlines
Experience in data curation; data acquisition, cleaning, and management; data interpretation and analysis; and the presentation and communication of reproducible results in an engaging manner
Integrity, advanced professionalism, and ability to maintain strict confidentiality of company and employee information
Very proficient in Microsoft Office applications particularly Excel, PowerPoint, and presenting data in a simple and engaging way
Experience and knowledge of HR and Employee data We go the extra mile — and it takes us light years ahead Is it your nature to do more than the expected to make a positive and lasting impression? It’s the much-appreciated extras in our customer-focused care that make us stand out. People rightfully believe that we care about them as much as we care about the quality of our services. Join a welcoming, diverse environment that recognizes and rewards individuals for their unique efforts and accomplishments.
PSN) is a leading technology firm driving the future of defense, intelligence, and critical infrastructure. By combining unique technologies with deep domain expertise across cybersecurity, missile defense, space, connected infrastructure, and smart cities, we're providing tomorrow's solutions today. With a history of disruption beginning in 1944, we apply our distinct perspective to help our customers confront the issues of tomorrow in every domain—land, sea, air, space, and cyber. Our range of capabilities and our global network of resources lets us layer and integrate solutions to respond to any challenge with unmatched agility. In a time of rapid change, we see infinite sources of inspiration to fuel our creativity and enable the innovation necessary to accomplish our quest of delivering a better world. For more about Parsons, visit us at parsons.com and follow our quest on Facebook , Instagram , Twitter , and LinkedIn .

The anticipated annualized full time target compensation (median) for this position is: $90,000.00.

medical, dental, vision, paid time off, Employee Stock Ownership Plan (ESOP) and 401K.",3.8,Parsons,"Pasadena, CA",10000+ Employees,1944,Company - Public,IT Services,Information Technology,$2 to $5 billion (USD)
Clinical Data Scientist,$120K - $145K (Employer est.),"At Nucleus Careers, we attract and nurture the mission critical talent needed to create breakthrough discoveries in the Life sciences industry. We understand the industry’s complexities and are experienced in recruiting and staffing in highly matrixed and regulated environments.
Powered by AI and machine learning technologies, our smart platform is a precise talent acquisition and optimization solution that maximizes match and improves retention. Its cutting- edge technology provides the talent recruitment solution required to quickly attract and build quality teams needed to advance groundbreaking developments in advanced therapeutics, biopharma, diagnostics, research tools, and adjacent technologies.
Difference-Making Role: Clinical Data Scientist",4.1,Nucleus,"Glen Allen, VA",1 to 50 Employees,-1,Company - Private,-1,-1,$1 to $5 million (USD)
Data Scientist/Economist/Researcher – Future Pricing Strategy,$120K - $145K (Employer est.),"Who we are
Our vision is to create technology that makes life better for everyone, everywhere — every person, every organization, and every community around the globe. This motivates us — inspires us — to do what we do. To make what we make. To invent, and to reinvent. To engineer experiences that amaze. We won’t stop pushing ahead, because you won’t stop pushing ahead. You’re reinventing how you work. How you play. How you live. With our technology, you’ll reinvent your world
What we offer
Exciting experience with data science’s and analytics’ hottest topics: HP’s Analytics team is covering a wide range of exciting, fast-growing and business critical areas such as: Big data SKU level pricing (in a space of millions of transactions), SEM/Display optimization in the world’s leading channels platforms (e.g. Google, Amazon, JD…) and predictive analytics in the area of sales management (which accounts to target, with what offer …)",4.2,HP,"San Diego, CA",10000+ Employees,1939,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
Data Scientist - LATAM Telecom - Spanish or Portuguese,$120K - $145K (Employer est.),"Job Title: Data Scientist - LATAM Telecom
Location: Remote
Duration: 1 year

Responsibilities:
Work closely with Mobile Operator and Telecom Infrastructure partners throughout Latin America to understand their business needs and challenges, and deliver value to them through insights
Apply your knowledge in quantitative business and/or network performance analysis & data mining to see beyond the numbers to bring our partners actionable insights and recommendations to use for their business and network infrastructure strategies
Use network performance, coverage and other data layers to conduct gap analysis and ultimately recommend network optimization strategies and infrastructure expansion





IND123",4.4,Ursus,"Miami, FL",1 to 50 Employees,2015,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
"Data Scientist - Python, R, Hadoop",$120K - $145K (Employer est.),"Job Title:
Location: Menlo Park, CA
Duration: 1 Year

Summary:
The main function of the Data Scientist is to produce innovative solutions driven by exploratory data analysis from complex and high-dimensional datasets.

Job Responsibilities:
Apply knowledge of statistics, machine learning, programming, data modeling, simulation, and advanced mathematics to recognize patterns, identify opportunities, pose business questions, and make valuable discoveries leading to prototype development and product improvement.


"" Master of Science degree in computer science or in a relevant field.


IND123",4.4,Ursus,"Menlo Park, CA",1 to 50 Employees,2015,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
Data Scientist,$120K - $145K (Employer est.),"Are you passionate about creating an exceptional client experience?
Discover your opportunity with Union Bank®, a division of the Mitsubishi UFJ Financial Group (MUFG), the 5th largest financial group in the world. At Union Bank, we have our clients’ best interest in mind and draw on more than 160 years of experience to understand their distinct needs to tailor our solutions. We’re part of 180,000 colleagues around the globe striving to be the world’s most trusted financial group, knowing that trust starts with a culture of putting people first and empowering you to achieve your potential. Join Union Bank, where being inspired is expected and creating results is rewarded.
Job Summary:
The Data Scientist will be conducting statistical, diagnostic, and predictive analytics in partnership with our marketing, digital and product teams to turn data into critical information and knowledge that can be used to make business decisions. This individual must function in a fast-paced environment, be adaptable to the changing processes and technology related to the business intelligence and analytical space.",3.3,Union Bank,"Irvine, CA",5001 to 10000 Employees,1864,Subsidiary or Business Segment,Banks & Credit Unions,Finance,$10+ billion (USD)
Data Science Intern,$120K - $145K (Employer est.),"Do you want to stretch your boundaries and accelerate your career? C.H. Robinson – one of the world’s largest third party logistics providers - is looking for motivated people who are excited to dig in, be challenged and have a direct impact on our global technology! We are hiring a Data Scientist intern.
From day one of your internship you will have hands on, meaningful responsibilities that will challenge and reward you. You will work on innovative projects to transform data into actionable insights that drive toward our vision of a single global technology platform that supports efficient and effective delivery of high value features our business users need. C.H. Robinson is an industry leader in logistics technology and you can be a part of our cutting-edge solutions.
Responsibilities:
Hourly: $20 - $30",3.5,C.H Robinson,"Bunker Hill Towers, CA",10000+ Employees,1905,Company - Public,Logistics & Supply Chain,Transportation & Logistics,$10+ billion (USD)
Space ML/AI Pipeline Architect and Data Scientist,$120K - $145K (Employer est.),"Business Group Highlights


Defense
The Defense group supports the Department of Defense (DoD) mission to keep our homeland and its citizens safe. We provide solutions to improve the Nation's defense by providing software, systems engineering, IT, training and logistics and fleet management solutions.


Responsibilities

The Space ML/AI Pipeline Architect and Data Scientist shall be responsible for assisting the Enterprise Software System Architect / Team Lead by designing the ML/AI and data analysis pipeline, leading the ML/AI team, and deploying and configuring the ML/AI portion of the web component of the ISSA enterprise software.




Colorado Salary Minimum: $114,212.80 Colorado Salary Maximum:$244,150.40 The estimate displayed represents the typical salary range for this position, and is just one component of Perspecta's total compensation package for employees. Other rewards may include annual bonuses, short- and long-term incentives, and program-specific awards. In addition, Perspecta provides a variety of benefits to employees.",3.6,Perspecta,"Colorado Springs, CO",10000+ Employees,2018,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable
Biomedical Data Scientist,$120K - $145K (Employer est.),"The Life Sciences Operation of the Health Group of Leidos is seeking a Biomedical Data Scientist who will provide technical support to the Congressionally Directed Medical Research Programs (CDMRP). The CDMRP supports research projects within a broad range of medical research fields and military health. The Biomedical Data Scientist will work across several medical and/or military research programs in support of various clients at the CDMRP. This is NOT a laboratory research position. This position requires a U.S. citizen in order to obtain a U.S. Department of Defense security clearance. This position is located in Frederick, Maryland. Some local travel is required.
Responsibilities:
Perform extensive quality control procedures on client data
Eligible
Yes, 50%
Public Trust
Yes, 10% of the time
40
Day
Professional
Life Scientist",3.8,Leidos,"Frederick, MD",10000+ Employees,1969,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD)
Data Scientist,$120K - $145K (Employer est.),"CyberData Technologies is looking to hire Data Scientist to support our client in Woodlawn, MD.
Job details:
Responsible for identifying and mining data elements within the existing client data systems for use in detecting and preventing fraud.
Responsible for coding to pull and clean the data in R, SQL, SAS, or another open source software.
Performs detailed project tracking, including the database, object, and variables explored, outcome, and potential use.
Key responsibilities:",2.4,CyberData Technologies,"Baltimore, MD",51 to 200 Employees,2000,Company - Private,IT Services,Information Technology,$25 to $50 million (USD)
Data Analyst/Data Scientist Engineer (Portland / Remote) — Cascade Data Labs,$120K - $145K (Employer est.),"Cascade Data Labs, a subsidiary of Kin + Carta, is a data science services agency with end-to-end experience helping Fortune 500 companies form and execute their analytics strategy and infrastructure. We believe strongly that the difference between analytics success and failure comes down to practitioner-level understanding of the ""details"" presented across a variety of disciplines; data collection, organization, and processing in a rapidly evolving technological landscape, analytical inference on multi-dimensional data sets, and the communication of findings to business stakeholders in visually compelling ways.
Ideal candidates will have strong quantitative backgrounds and analytical discipline. While they will have some demonstrated ability to write code, they will not have learned programming languages for the sake of building their resume, but rather as a means to express their intellectual curiosity and analytical voice. Cascade Data Labs will provide a platform and training to help them reach their full potential.",4.0,Kin + Carta,"East Portland, OR",1001 to 5000 Employees,-1,Company - Public,Consulting,Business Services,$100 to $500 million (USD)
"Data Scientist, LTV",$120K - $145K (Employer est.),"WarnerMedia is a leading media and entertainment company that creates and distributes premium and popular content from a diverse array of talented storytellers and journalists to global audiences through its consumer brands including: HBO, HBO Max, Warner Bros., TNT, TBS, truTV, CNN, DC Entertainment, New Line, Cartoon Network, Adult Swim, Turner Classic Movies and others.

The Job

As a Data Scientist, you will be responsible for leveraging data analytics, visualization, and data science to help drive growth and improve retention for our new streaming service HBO Max, with a specific focus on predictive analytics and forecasting.

You will build data science models, perform advanced analytics and data mining to help the business understand HBO Max consumer behavior, retention dynamics, predict customer lifetime value, execute audience segmentation and facilitate forecasting initiatives.







Warner Media, LLC and its subsidiaries are equal opportunity employers. Qualified candidates will receive consideration for employment without regard to race, color, religion, national origin, gender, sexual orientation, gender identity or expression, age, mental or physical disability, and genetic information, marital status, citizenship status, military status, protected veteran status or any other category protected by law.",3.9,WarnerMedia,"Bunker Hill Towers, CA",10000+ Employees,2003,Subsidiary or Business Segment,TV Broadcast & Cable Networks,Media,$10+ billion (USD)
Data Scientist,$120K - $145K (Employer est.),"Overview:
Axle Informatics is a scientific research and information technology company that offers innovative computer services, informatics, and bioresearch solutions to research centers and healthcare organizations around the globe. With expertise in software engineering, bioinformatics, molecular research, and program management, we focus on developing and applying technological tools and scientific techniques to empower the world of research. We work with some of the top research organizations and facilities in the country including multiple institutes at the National Institutes of Health (NIH).

We are looking for a Data Scientist to support projects at the NIH. The position will be based in Rockville, Maryland. We are looking for a skilled and motivated researcher/developer with expertise in image processing, algorithm development, and/or deep learning. The successful applicant will be involved with developing computational analysis of images and other data acquired in collaboration with scientists, biologists, and/or clinicians across the NIH.







Qualifications:",3.7,Axle Informatics,"Rockville, MD",1 to 50 Employees,2004,Company - Private,Computer Hardware & Software,Information Technology,Less than $1 million (USD)
Data Scientist,$120K - $145K (Employer est.),"Department

BSD MED - Section Administrator: Pulmonary

About the Department

Dr. William Parker’s Scarce Healthcare Resource Allocation Laboratory (SHRAL) in the Section of Pulmonary & Critical Care Medicine.

Job Summary

The Data Scientist will work under the Direction of Dr. Parker, whose research focuses on using empirical methodology to study scarce healthcare resource allocation systems, such as deceased donor organ allocation for transplantation.
The position will focus on the development and execution of complex data analyses and modeling projects. Most of the work will be done using existing national registry databases, so there will be comparatively less data cleaning and management than in a typical data scientist role. In collaboration with Dr. Parker, they will participate as a skilled individual contributor and/or lead researcher, contributing their expertise to each project’s development.
The first specific role they will be tasked with is working with Dr. Parker to develop a deep learning prediction model for heart transplantation, as part of his National Institutes of Health (NIH) grant to create a novel heart allocation score. Future projects include simulating intensive care unit care rationing with electronic health record data.




Minimum requirements include a college or university degree in related field.

Minimum requirements include knowledge and skills developed through 2-5 years of work experience in a related job discipline.







Research



Individual Contributor



Exempt



Monthly



40



Yes



No



No



No",4.2,The University of Chicago,"Chicago, IL",10000+ Employees,1890,College / University,Colleges & Universities,Education,$2 to $5 billion (USD)
Data Scientist,$120K - $145K (Employer est.),"Data Scientist
WHO WE ARE
Presage Security, Inc. is a venture backed small business that specializes in cutting edge video analytics to deliver novel capabilities to solve unique problems in the national security, fraud detection, and health markets. Presage Security was founded in the summer of 2020 with a controlling interest in the company purchased by Tracker Capital in January 2021.
We are a close knit collaborative team striving to create positive social value. We create new and exciting technologies pushing us to move quickly and purposefully to address the unique problems of our customers. We aspire to build a culture of inclusivity and diverse perspectives to achieve our goals.",5.0,Presage Security,"Reston, VA",1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD)
Data Scientist,$120K - $145K (Employer est.),"About Us
Evozyne is a new, energetic and innovative company that creates synthetic proteins that have the potential to improve the world. With a recently completed 30,000 square-foot office and lab space in Chicago’s Lincoln Park neighborhood, we are embracing revolutionary science and artificial intelligence to find answers to critical global challenges like increasing crop yields, curing diseases, making tomorrow’s materials and cleaning our environment. Evozyne, a portfolio company of life science innovator Paragon Biosciences, is strongly positioned to make meaningful, positive impact locally and globally for years to come. Learn more about who we are, visit www.evozyne.com.
Job Summary:",-1,"Evozyne, LLC","Chicago, IL",-1,-1,-1,-1,-1,-1
Senior Data Scientist (Americas - Remote),$120K - $145K (Employer est.),"Company Description

Shopify is now permanently remote and working towards a future that is digital by default. Learn more about what this can mean for you.
At Shopify, we build products that help entrepreneurs around the world start and grow their business. We’re the world’s fastest growing commerce platform with over 1 million merchants in more than 175 different countries, with solutions from point-of-sale and online commerce to financial, shipping logistics and marketing.

Job Description

Data is a crucial part of Shopify’s mission to make commerce better for everyone. We organize and interpret petabytes of data to provide solutions for our merchants and stakeholders across the organization. From pipelines and schema design to machine learning products and decision support, data science at Shopify is a diverse role with many opportunities to positively impact our success.",4.3,Shopify,"New York, NY",5001 to 10000 Employees,2006,Company - Public,Internet,Information Technology,$1 to $2 billion (USD)
Data Scientist,$120K - $145K (Employer est.),"When you join Verizon
Verizon is a leading provider of technology, communications, information and entertainment products, transforming the way we connect across the globe. We’re a diverse network of people driven by our ambition and united in our shared purpose to shape a better future. Here, we have the ability to learn and grow at the speed of technology, and the space to create within every role. Together, we are moving the world forward – and you can too. Dream it. Build it. Do it here.
What you’ll be doing...
Be a part of the team that identifies opportunities for using data analysis to enhance the Verizon Internal Audit team’s role.",4.0,Verizon,"Lake Mary, FL",10000+ Employees,2000,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD)
Data Scientist,$120K - $145K (Employer est.),"Hi
My name is Barry Stone and I am a Staffing Specialist at VedaInfo Inc. I am reaching out to you on an exciting job opportunity with one of our clients.
Job Title - Data Scientist
Location – Long Island City, New York
Duration - Full Time plus benefits
Relevant Experience : 8+ Years
Job Description:",4.1,vedainfo,"Long Island City, NY",201 to 500 Employees,-1,Company - Private,IT Services,Information Technology,$1 to $5 million (USD)
Data Scientist/Application Development,$77 - $87 Per Hour(Employer est.),"General Info:
The primary responsibility of the role is business analysis, application design, development, integration and delivery and application maintenance and support functions. The role participates in defining functional designs and application systems architecture across all technologies and platforms, for highly complex projects with large scopes.
Job Description:
Documents development requirements for database, applications, and operation system environment.
Consults with end users to test and debug applications to meet client needs.",5.0,Elevate Digital,Remote,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD)
Data Scientist,$77 - $87 Per Hour(Employer est.),"We are a Real Estate Company located in Doral, FL, with over a billion in transactions and we are looking for a Data Scientist who can focus on the below job description
DUTIES & RESPONSIBILITIES:
*
Selecting features, building and optimizing classifiers using machine learning techniques
Data mining using state of-the-art techniques
Extending company's data with third party sources of information
Enhancing data collection procedures to include information pertinent for building analytic systems",-1,Confidential,"Doral, FL",-1,-1,-1,-1,-1,-1
Data Scientist (Predictive Modeler),$77 - $87 Per Hour(Employer est.),"YOUR LIFE'S MISSION: POSSIBLE

You have goals, dreams, hobbies and things you’re passionate about.

What’s Important to You Is Important to Us
We’re looking for people who not only want to do meaningful, challenging work, keep their skills sharp and move ahead, but who also take time for the things that matter to them—friends, family and passions. And we're looking for team members who are passionate about our mission—making a difference in military members' and their families' lives. Together, we can make it happen.",4.1,Navy Federal Credit Union,"Vienna, VA",10000+ Employees,1933,Self-employed,Banks & Credit Unions,Finance,Unknown / Non-Applicable
Data Scientist,$77 - $87 Per Hour(Employer est.),"Data Scientist
Come join a growing financial technology company that’s leading the marketplace in both the marketing and servicing of credit cards! Continental Finance Company specializes in credit card options for those consumers with less than perfect credit. We are seeking a Data Scientist to support our Data Science team.
The Data Scientist will be responsible for developing quantitative/analytic models and applications in support of the firm's risk underwriting and marketing effort. This role focuses on the development of models, strategies, and operational guidelines for the organization's various credit card products as they relate to the analysis, tracking, and reporting of various risk metrics. This role requires advanced degree in statistics/probability, physics, applied mathematics or another heavy quantitative discipline. Our Quantitative Analytic staff is focused on and responsible for the development of the theory and mathematics behind various models. This position reports to Chief Data Scientist.",4.2,"Continental Finance Company, LLC","Wilmington, DE",51 to 200 Employees,2005,Company - Private,Lending,Finance,Unknown / Non-Applicable
